Model,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms)
imagenet_overfeat_sync_use_fp16,1,888.6843,2497.1552,2498.6358,3.066444444,2499.6208,94184
imagenet_overfeat_sync_use_fp16,2,903.0225,2364.7362,913.4442,1600.393667,2413.7139,94179
imagenet_overfeat_sync_winograd,1,909.1082,2483.2324,2483.9717,3.106888889,2485.1367,93778
imagenet_overfeat_sync_winograd,2,906.4448,2426.804,914.6624,1566.044556,2462.8577,93673
imagenet_overfeat_sync_xla,1,898.5764,2472.4132,2473.3939,2.774444444,2474.3866,94156
imagenet_overfeat_sync_xla,2,884.2792,2346.8719,891.6213,1584.930889,2420.5529,94154
imagenet_resnet101_async_batch128,1,323.8448,775.139,854.539,3.333666667,855.697,78521
imagenet_resnet101_async_batch128,2,306.0756,864.5274,523.5971,427.1651111,943.3047,78515
imagenet_resnet101_async_batch32,1,174.0298,308.8375,376.2217,6.187222222,379.1114,66119
imagenet_resnet101_async_batch32,2,207.3722,331.167,366.6245,54.54244444,417.6304,66062
imagenet_resnet101_async_batch64,1,216.5477,426.6514,494.1426,4.63,495.7018,68445
imagenet_resnet101_async_batch64,2,-1E+13,-1E+13,391.9589,197.5166667,579.3048,68443
imagenet_resnet101_async_dataFormat,1,216.5228,369.0296,457.9227,3.707111111,459.8928,68780
imagenet_resnet101_async_dataFormat,2,214.1766,423.2917,359.4831,146.5341111,507.9189,68583
imagenet_resnet101_async_optMomentum,1,235.4574,492.2444,507.5731,4.776666667,509.8647,74699
imagenet_resnet101_async_optMomentum,2,245.6728,555.2245,397.611,207.0547778,594.1011,74307
imagenet_resnet101_async_optRmsprop,1,230.7742,496.2945,507.4824,6.902333333,511.5554,79410
imagenet_resnet101_async_optRmsprop,2,214.7975,549.115,392.1507,176.4948889,564.9332,79499
imagenet_resnet101_async_use_fp16,1,174.2387,387.7281,459.7082,6.137111111,462.7315,69345
imagenet_resnet101_async_use_fp16,2,184.7039,371.8554,334.3578,131.7905556,460.6324,69339
imagenet_resnet101_async_winograd,1,204.8705,429.5469,504.3349,4.093333333,506.1315,69015
imagenet_resnet101_async_winograd,2,235.8919,474.4672,383.2171,183.2331111,565.4283,68570
imagenet_resnet101_async_xla,1,236.1458,427.0906,523.2423,5.066444444,525.8429,69691
imagenet_resnet101_async_xla,2,238.4067,487.7543,396.6959,194.2211111,580.8619,69685
imagenet_resnet101_sync_batch128,1,303.1417,778.4736,862.8508,3.951222222,864.046,78131
imagenet_resnet101_sync_batch128,2,318.9218,757.6709,544.4382,322.6224444,861.0999,77358
imagenet_resnet101_sync_batch32,1,195.6677,334.0624,424.7554,3.480666667,426.7351,66842
imagenet_resnet101_sync_batch32,2,192.5426,314.9034,374.3405,55.29666667,409.0404,66263
imagenet_resnet101_sync_batch64,1,200.536,441.0657,524.7427,4.012444444,526.3428,69529
imagenet_resnet101_sync_batch64,2,231.1003,443.2862,393.4031,139.0322222,524.676,69840
imagenet_resnet101_sync_dataFormat,1,207.0895,389.3722,465.2808,3.525555556,466.6982,68255
imagenet_resnet101_sync_dataFormat,2,201.5287,370.3716,379.1981,83.75322222,463.819,68253
imagenet_resnet101_sync_optMomentum,1,244.634,507.1625,525.2481,4.005333333,527.2155,74683
imagenet_resnet101_sync_optMomentum,2,228.429,509.5328,388.9322,146.3515556,524.1449,74908
imagenet_resnet101_sync_optRmsprop,1,231.3326,510.9942,529.0644,4.701222222,531.83,80094
imagenet_resnet101_sync_optRmsprop,2,228.7715,508.8105,409.9173,123.1484444,529.2364,80195
imagenet_resnet101_sync_use_fp16,1,181.9849,354.7573,486.6606,4.165444444,488.8798,69681
imagenet_resnet101_sync_use_fp16,2,185.9906,380.8969,400.7931,89.83466667,482.7351,69860
imagenet_resnet101_sync_winograd,1,232.2954,432.1372,543.2638,4.131555556,545.6908,70241
imagenet_resnet101_sync_winograd,2,223.592,451.0712,409.5625,143.4083333,541.7039,70236
imagenet_resnet101_sync_xla,1,221.0403,429.6186,523.2144,4.034444444,525.6089,69529
imagenet_resnet101_sync_xla,2,231.1936,429.0957,403.9896,122.5766667,522.5479,69753
imagenet_resnet101_v2_async_batch128,1,294.8312,755.8471,826.1536,4.083666667,828.514,77031
imagenet_resnet101_v2_async_batch128,2,308.1551,840.0013,507.8919,415.7107778,913.6343,76563
imagenet_resnet101_v2_async_batch32,1,191.2451,308.9343,380.2544,5.119666667,382.872,63811
imagenet_resnet101_v2_async_batch32,2,207.9955,330.1397,361.9636,57.49155556,413.4048,63576
imagenet_resnet101_v2_async_batch64,1,223.1752,450.5826,501.5771,4.136666667,503.6563,68544
imagenet_resnet101_v2_async_batch64,2,239.1704,499.0124,368.5832,225.9931111,580.7524,68487
imagenet_resnet101_v2_async_dataFormat,1,185.29,363.7209,430.8351,4.994444444,433.4479,67234
imagenet_resnet101_v2_async_dataFormat,2,201.7163,396.7904,354.3171,155.5177778,504.3672,67177
imagenet_resnet101_v2_async_optMomentum,1,240.7958,485.178,494.293,4.340222222,496.4276,72808
imagenet_resnet101_v2_async_optMomentum,2,240.1672,544.7687,371.1553,215.6636667,576.374,72756
imagenet_resnet101_v2_async_optRmsprop,1,219.8444,498.4496,512.1206,5.439888889,514.5358,77380
imagenet_resnet101_v2_async_optRmsprop,2,259.4368,554.6694,402.3549,177.5313333,567.7423,77307
imagenet_resnet101_v2_async_use_fp16,1,187.7182,367.0476,435.0433,5.551666667,437.695,67633
imagenet_resnet101_v2_async_use_fp16,2,179.546,375.0901,354.508,109.2804444,461.5382,67625
imagenet_resnet101_v2_async_winograd,1,221.5891,426.9396,493.3707,3.677333333,495.1618,68238
imagenet_resnet101_v2_async_winograd,2,230.6233,473.5415,382.2275,197.7632222,572.9035,68042
imagenet_resnet101_v2_async_xla,1,228.622,412.4128,494.2204,3.398111111,495.8535,68058
imagenet_resnet101_v2_async_xla,2,208.8204,476.4513,370.7114,186.2547778,548.9832,67991
imagenet_resnet101_v2_sync_batch128,1,334.3997,757.519,846.1087,3.650222222,846.9208,75788
imagenet_resnet101_v2_sync_batch128,2,346.0287,770.8519,512.3919,334.2805556,844.2989,75450
imagenet_resnet101_v2_sync_batch32,1,190.6079,299.1807,379.7445,3.090444444,380.7241,64706
imagenet_resnet101_v2_sync_batch32,2,178.552,290.899,328.9256,47.14288889,367.3672,64390
imagenet_resnet101_v2_sync_batch64,1,205.0316,426.7223,499.5033,3.699666667,500.8732,68053
imagenet_resnet101_v2_sync_batch64,2,201.8982,430.336,381.5581,119.9928889,496.9852,67892
imagenet_resnet101_v2_sync_dataFormat,1,222.3491,370.3034,455.2042,3.724333333,456.9495,67349
imagenet_resnet101_v2_sync_dataFormat,2,201.7686,385.7427,344.3103,107.4274444,453.9492,67290
imagenet_resnet101_v2_sync_optMomentum,1,237.0701,492.8,505.7192,3.662444444,506.6907,72418
imagenet_resnet101_v2_sync_optMomentum,2,221.9706,493.5065,387.5264,125.1256667,503.027,72512
imagenet_resnet101_v2_sync_optRmsprop,1,230.3751,504.2907,522.9803,3.720555556,524.2578,76625
imagenet_resnet101_v2_sync_optRmsprop,2,210.1224,504.2973,378.6823,151.0407778,522.6588,76803
imagenet_resnet101_v2_sync_use_fp16,1,175.4014,349.7739,457.7223,3.430777778,459.1165,68235
imagenet_resnet101_v2_sync_use_fp16,2,172.3169,384.9321,367.839,89.18066667,455.5991,68233
imagenet_resnet101_v2_sync_winograd,1,242.7887,428.3155,509.1258,3.394333333,509.6125,68110
imagenet_resnet101_v2_sync_winograd,2,218.1506,420.6772,367.6399,144.7037778,507.8084,67681
imagenet_resnet101_v2_sync_xla,1,222.8811,434.114,505.7351,3.725333333,507.4991,68259
imagenet_resnet101_v2_sync_xla,2,219.3581,433.988,368.4427,139.2827778,504.8063,67950
imagenet_resnet152_async_batch128,1,486.3987,1070.1959,1221.2585,3.794444444,1223.1231,94138
imagenet_resnet152_async_batch128,2,440.3344,1178.5723,864.6426,412.6818889,1290.7538,94268
imagenet_resnet152_async_batch32,1,257.6031,404.7122,511.294,5.934222222,513.6604,49536
imagenet_resnet152_async_batch32,2,263.4347,477.9545,508.2777,96.30466667,594.888,49480
imagenet_resnet152_async_batch64,1,287.7629,619.7259,713.873,4.735111111,715.2073,83192
imagenet_resnet152_async_batch64,2,288.7277,675.3259,577.9341,262.2504444,826.1093,83279
imagenet_resnet152_async_dataFormat,1,298.745,542.4514,656.3023,6.298111111,658.4989,82994
imagenet_resnet152_async_dataFormat,2,297.6658,623.6667,542.1633,192.2107778,731.1268,82841
imagenet_resnet152_async_optMomentum,1,317.157,704.8677,725.8057,6.726555556,728.2008,91226
imagenet_resnet152_async_optMomentum,2,284.2618,788.3972,574.3851,244.0636667,807.4417,91017
imagenet_resnet152_async_optRmsprop,1,318.6134,713.2543,730.899,5.436555556,734.0505,71047
imagenet_resnet152_async_optRmsprop,2,366.2197,807.5712,599.9437,274.0418889,854.6515,71126
imagenet_resnet152_async_use_fp16,1,231.9392,533.3549,621.2139,4.931666667,622.4802,82139
imagenet_resnet152_async_use_fp16,2,252.1374,557.6119,511.845,132.8447778,647.379,82067
imagenet_resnet152_async_winograd,1,293.8556,592.8727,707.9961,4.586111111,709.6259,83621
imagenet_resnet152_async_winograd,2,313.702,668.7242,560.9096,266.1466667,812.6778,83471
imagenet_resnet152_async_xla,1,293.166,616.8118,711.5573,4.655888889,712.8642,82897
imagenet_resnet152_async_xla,2,254.7723,690.2484,566.638,228.939,789.2364,83129
imagenet_resnet152_sync_batch128,1,440.4211,1107.6118,1227.1982,5.967555556,1229.2318,95028
imagenet_resnet152_sync_batch128,2,472.3421,1088.703,888.4851,345.1786667,1227.7421,94661
imagenet_resnet152_sync_batch32,1,265.3816,457.843,585.6129,4.326333333,586.6277,48959
imagenet_resnet152_sync_batch32,2,249.6587,437.0235,519.1313,72.85544444,576.2287,48901
imagenet_resnet152_sync_batch64,1,313.2972,633.9757,770.2486,4.732888889,771.9891,83720
imagenet_resnet152_sync_batch64,2,300.5974,629.8838,597.8452,182.2603333,769.7017,83712
imagenet_resnet152_sync_dataFormat,1,281.1737,544.3913,675.589,5.160333333,677.6283,83403
imagenet_resnet152_sync_dataFormat,2,295.942,553.9106,540.0953,143.5285556,674.9905,82980
imagenet_resnet152_sync_optMomentum,1,278.0228,725.92,751.0271,6.494333333,754.6663,61426
imagenet_resnet152_sync_optMomentum,2,313.399,721.3772,569.5364,189.9077778,746.5232,61790
imagenet_resnet152_sync_optRmsprop,1,304.1431,720.6396,737.9953,6.848555556,742.3139,100997
imagenet_resnet152_sync_optRmsprop,2,344.6392,715.805,585.1807,159.0846667,737.772,100708
imagenet_resnet152_sync_use_fp16,1,260.3073,502.06,657.3442,4.527222222,659.4555,84223
imagenet_resnet152_sync_use_fp16,2,251.6713,553.1425,546.9977,117.7957778,655.5429,84270
imagenet_resnet152_sync_winograd,1,305.1534,665.9421,776.6194,5.778666667,778.4291,83918
imagenet_resnet152_sync_winograd,2,315.2504,621.3206,606.8002,175.7491111,775.2407,84191
imagenet_resnet152_sync_xla,1,331.3255,620.4499,748.3207,4.410666667,749.8279,84131
imagenet_resnet152_sync_xla,2,323.5059,627.968,578.5038,179.0163333,746.3729,84356
imagenet_resnet152_v2_async_batch128,1,503.297,1070.6138,1173.6579,3.473333333,1175.1854,92638
imagenet_resnet152_v2_async_batch128,2,430.9009,1181.9215,840.1606,471.5557778,1295.6922,92632
imagenet_resnet152_v2_async_batch32,1,245.3142,416.3466,512.6965,6.594,515.095,75740
imagenet_resnet152_v2_async_batch32,2,255.0217,458.2938,476.0662,80.80533333,548.0631,75921
imagenet_resnet152_v2_async_batch64,1,316.8043,617.8147,728.3412,5.073444444,731.1758,81109
imagenet_resnet152_v2_async_batch64,2,344.3224,691.5105,582.4237,229.5715556,805.0848,81202
imagenet_resnet152_v2_async_dataFormat,1,243.367,542.6485,654.634,5.784888889,657.475,79591
imagenet_resnet152_v2_async_dataFormat,2,270.3902,548.4186,498.8902,160.2052222,654.722,79585
imagenet_resnet152_v2_async_optMomentum,1,313.2186,679.249,696.0331,4.141444444,697.033,88228
imagenet_resnet152_v2_async_optMomentum,2,315.4906,762.3931,579.8951,275.4336667,839.4159,88175
imagenet_resnet152_v2_async_optRmsprop,1,342.6165,704.472,723.8518,4.304,725.4483,65405
imagenet_resnet152_v2_async_optRmsprop,2,315.3391,774.1079,558.0082,277.9476667,819.6085,65761
imagenet_resnet152_v2_async_use_fp16,1,255.0341,560.0846,623.3728,4.283666667,625.5659,79475
imagenet_resnet152_v2_async_use_fp16,2,233.2329,535.5675,470.5816,155.2285556,622.0105,79360
imagenet_resnet152_v2_async_winograd,1,318.7512,620.8862,704.1455,4.266777778,705.5538,51720
imagenet_resnet152_v2_async_winograd,2,283.008,670.4579,540.7213,282.9853333,808.2254,51348
imagenet_resnet152_v2_async_xla,1,284.74,604.2052,723.0505,3.488444444,724.594,52046
imagenet_resnet152_v2_async_xla,2,314.445,694.1639,559.4974,244.9101111,795.3999,51730
imagenet_resnet152_v2_sync_batch128,1,458.3428,1078.3898,1189.0076,3.885777778,1190.1089,91922
imagenet_resnet152_v2_sync_batch128,2,394.0731,1072.8656,843.7793,348.0783333,1186.3675,91823
imagenet_resnet152_v2_sync_batch32,1,258.4586,433.0032,559.8889,6.565,562.3343,46481
imagenet_resnet152_v2_sync_batch32,2,253.6019,423.2053,468.427,97.77344444,530.6022,47025
imagenet_resnet152_v2_sync_batch64,1,331.1208,608.233,716.2466,3.748555556,717.1221,50697
imagenet_resnet152_v2_sync_batch64,2,304.7937,604.7656,549.0977,166.902,713.7453,50546
imagenet_resnet152_v2_sync_dataFormat,1,287.2208,555.5017,667.8343,5.726222222,671.37,81128
imagenet_resnet152_v2_sync_dataFormat,2,269.4722,563.7495,523.7126,152.1193333,669.0568,81258
imagenet_resnet152_v2_sync_optMomentum,1,288.9294,701.1402,723.9673,6.072888889,727.6034,88873
imagenet_resnet152_v2_sync_optMomentum,2,303.2476,701.7084,580.6707,150.2381111,725.3528,88868
imagenet_resnet152_v2_sync_optRmsprop,1,301.0705,712.0288,741.6029,4.997222222,743.7999,95919
imagenet_resnet152_v2_sync_optRmsprop,2,279.6767,716.9541,587.7788,157.0607778,741.026,95918
imagenet_resnet152_v2_sync_use_fp16,1,251.034,480.632,644.4118,4.653888889,646.2373,82062
imagenet_resnet152_v2_sync_use_fp16,2,238.9552,528.8494,517.3881,134.4904444,642.2108,82468
imagenet_resnet152_v2_sync_winograd,1,333.0011,614.6296,726.5544,5.109111111,728.5608,81500
imagenet_resnet152_v2_sync_winograd,2,332.3129,629.9204,556.3482,180.456,725.0247,81298
imagenet_resnet152_v2_sync_xla,1,329.4006,628.256,722.9842,3.983666667,723.8184,81598
imagenet_resnet152_v2_sync_xla,2,278.3408,618.668,539.8253,188.0205556,721.6192,81833
imagenet_resnet50_async_batch128,1,184.4475,477.2972,525.5074,4.203444444,527.6843,62352
imagenet_resnet50_async_batch128,2,218.9341,526.9965,292.045,303.3637778,585.4882,62295
imagenet_resnet50_async_batch256,1,357.1102,914.7995,986.2288,3.506333333,987.5713,74562
imagenet_resnet50_async_batch256,2,363.4647,1021.7424,423.3019,680.8953333,1089.7593,74104
imagenet_resnet50_async_batch32,1,113.5057,182.4035,240.4905,4.874888889,242.6307,53927
imagenet_resnet50_async_batch32,2,106.461,209.9101,194.6643,64.36322222,255.0444,53866
imagenet_resnet50_async_batch64,1,147.3443,266.3531,308.6302,4.384666667,310.9882,56137
imagenet_resnet50_async_batch64,2,149.2843,-1E+12,223.2521,153.2503333,371.4577,56136
imagenet_resnet50_async_dataFormat,1,123.1423,218.6729,274.4155,4.973,277.3833,55864
imagenet_resnet50_async_dataFormat,2,123.757,245.9322,190.1993,101.42,290.7417,55854
imagenet_resnet50_async_optMomentum,1,145.0818,297.1227,305.6014,3.199,307.9488,58778
imagenet_resnet50_async_optMomentum,2,147.9505,329.0922,225.3635,133.4115556,352.894,58726
imagenet_resnet50_async_optRmsprop,1,143.5406,304.3844,311.5944,4.079222222,314.0499,61254
imagenet_resnet50_async_optRmsprop,2,128.9447,338.1428,227.6396,166.4647778,380.7001,60961
imagenet_resnet50_async_use_fp16,1,104.7887,239.0116,280.3586,4.344555556,282.3084,26849
imagenet_resnet50_async_use_fp16,2,113.1478,264.1875,206.0618,111.1801111,311.2363,26957
imagenet_resnet50_async_winograd,1,129.7254,257.8301,303.4623,4.308888889,304.6792,56685
imagenet_resnet50_async_winograd,2,144.0652,293.9065,213.3475,148.5737778,354.8302,56321
imagenet_resnet50_async_xla,1,146.039,266.3225,312.1355,5.077666667,314.8604,56618
imagenet_resnet50_async_xla,2,139.7031,295.7041,216.9851,136.0996667,351.8303,56248
imagenet_resnet50_sync_batch128,1,207.6484,476.5783,535.0644,3.168444444,536.7234,61962
imagenet_resnet50_sync_batch128,2,213.6829,478.6823,279.6957,259.746,534.626,61671
imagenet_resnet50_sync_batch256,1,318.429,928.1136,992.6662,3.411555556,993.4727,43408
imagenet_resnet50_sync_batch256,2,337.436,927.0209,419.5107,574.4411111,992.3354,43455
imagenet_resnet50_sync_batch32,1,115.4954,192.3674,242.2875,3.293333333,243.2769,54723
imagenet_resnet50_sync_batch32,2,106.2042,181.0594,195.7519,48.31855556,240.5837,54446
imagenet_resnet50_sync_batch64,1,132.1373,271.3635,320.9237,3.140777778,322.9168,56007
imagenet_resnet50_sync_batch64,2,144.178,265.2011,232.1577,90.92288889,320.0823,56002
imagenet_resnet50_sync_dataFormat,1,128.7278,233.1286,284.826,3.302111111,286.0166,56173
imagenet_resnet50_sync_dataFormat,2,122.636,233.0886,201.3853,81.77444444,284.3899,56122
imagenet_resnet50_sync_optMomentum,1,132.7307,315.9499,324.8807,3.040444444,325.8428,58797
imagenet_resnet50_sync_optMomentum,2,147.343,314.0097,225.3656,101.9424444,324.3687,58408
imagenet_resnet50_sync_optRmsprop,1,137.7654,309.291,318.211,4.618888889,320.5875,61805
imagenet_resnet50_sync_optRmsprop,2,138.8514,308.2052,223.4217,98.57011111,319.2179,61803
imagenet_resnet50_sync_use_fp16,1,127.2201,243.8013,310.99,3.375222222,313.1325,57311
imagenet_resnet50_sync_use_fp16,2,115.8497,257.2492,217.0929,95.34155556,310.9623,57250
imagenet_resnet50_sync_winograd,1,140.3865,273.4308,324.7755,5.094,326.08,56793
imagenet_resnet50_sync_winograd,2,153.8435,267.6461,232.7702,95.965,325.9089,56562
imagenet_resnet50_sync_xla,1,144.0134,271.8685,325.3155,3.160222222,327.2448,56430
imagenet_resnet50_sync_xla,2,152.5755,265.0347,227.9548,100.8096667,325.3728,56367
imagenet_resnet50_v2_async_batch128,1,187.5143,448.6237,487.6717,3.392111111,489.182,32041
imagenet_resnet50_v2_async_batch128,2,179.0975,-1E+12,241.4735,363.5033333,590.0856,31850
imagenet_resnet50_v2_async_batch256,1,350.6938,881.208,937.6092,3.269555556,938.6717,72737
imagenet_resnet50_v2_async_batch256,2,350.028,973.0973,402.0931,642.1163333,1031.7525,72685
imagenet_resnet50_v2_async_batch32,1,108.9831,174.6763,222.5254,3.380333333,223.7956,53364
imagenet_resnet50_v2_async_batch32,2,111.5475,192.0713,182.9273,58.41688889,237.5753,53311
imagenet_resnet50_v2_async_batch64,1,137.0298,253.1724,294.5612,3.969,296.1967,55409
imagenet_resnet50_v2_async_batch64,2,142.5646,280.3975,220.6149,129.6896667,343.442,55624
imagenet_resnet50_v2_async_dataFormat,1,113.2634,212.628,257.1554,4.362222222,260.1257,54628
imagenet_resnet50_v2_async_dataFormat,2,128.5635,241.0401,202.138,104.6318889,300.2754,54620
imagenet_resnet50_v2_async_optMomentum,1,133.5286,299.4273,305.1709,3.272777778,306.2226,57710
imagenet_resnet50_v2_async_optMomentum,2,135.9092,318.5983,213.9942,114.8642222,322.5478,57709
imagenet_resnet50_v2_async_optRmsprop,1,136.3437,293.5524,300.5552,4.427,302.7345,59316
imagenet_resnet50_v2_async_optRmsprop,2,136.5414,325.629,218.0049,118.4215556,334.5303,59158
imagenet_resnet50_v2_async_use_fp16,1,89.4726,218.363,250.99,4.251111111,253.3235,55888
imagenet_resnet50_v2_async_use_fp16,2,119.1064,245.4963,197.3495,103.8636667,295.2612,55830
imagenet_resnet50_v2_async_winograd,1,136.8534,247.0891,294.3172,3.471111111,295.8706,55419
imagenet_resnet50_v2_async_winograd,2,145.0289,-1E+12,221.5869,144.7653333,357.5269,55362
imagenet_resnet50_v2_async_xla,1,133.5669,254.944,296.6427,3.329111111,297.6431,55136
imagenet_resnet50_v2_async_xla,2,149.5024,276.7831,222.926,134.553,348.331,55272
imagenet_resnet50_v2_sync_batch128,1,205.7206,459.6172,515.2087,2.941777778,516.281,60541
imagenet_resnet50_v2_sync_batch128,2,176.9547,457.7689,249.7735,265.0627778,513.763,60482
imagenet_resnet50_v2_sync_batch256,1,334.3211,893.2094,950.0864,2.936,950.6048,72456
imagenet_resnet50_v2_sync_batch256,2,311.3648,884.1867,385.1716,563.1068889,949.3919,72397
imagenet_resnet50_v2_sync_batch32,1,113.9224,182.7958,224.5271,3.64,226.2255,53093
imagenet_resnet50_v2_sync_batch32,2,107.7306,172.5786,174.7443,56.09533333,220.1144,53270
imagenet_resnet50_v2_sync_batch64,1,140.2063,267.7884,308.3444,4.005888889,309.8511,55478
imagenet_resnet50_v2_sync_batch64,2,141.6796,257.3354,225.5131,85.58655556,307.845,55103
imagenet_resnet50_v2_sync_dataFormat,1,119.7217,228.4968,273.2747,3.241444444,274.8453,54802
imagenet_resnet50_v2_sync_dataFormat,2,121.8881,229.7845,197.6869,82.18788889,271.5875,54889
imagenet_resnet50_v2_sync_optMomentum,1,136.327,310.9168,316.9379,2.912888889,318.6812,57957
imagenet_resnet50_v2_sync_optMomentum,2,144.277,308.5118,229.2532,90.038,315.2598,57955
imagenet_resnet50_v2_sync_optRmsprop,1,131.7213,300.1815,309.9801,3.100555556,311.3289,59532
imagenet_resnet50_v2_sync_optRmsprop,2,135.3821,300.3187,214.6527,95.25477778,309.235,59475
imagenet_resnet50_v2_sync_use_fp16,1,114.4937,251.8625,305.7293,2.913888889,306.9276,25963
imagenet_resnet50_v2_sync_use_fp16,2,104.5234,260.1495,199.3025,111.6853333,304.9336,25733
imagenet_resnet50_v2_sync_winograd,1,132.0239,273.6327,311.8807,3.042222222,313.6488,25345
imagenet_resnet50_v2_sync_winograd,2,142.4832,263.7498,217.0601,97.73177778,311.3677,25293
imagenet_resnet50_v2_sync_xla,1,144.1391,261.3248,314.0543,3.289777778,315.7559,25491
imagenet_resnet50_v2_sync_xla,2,134.7639,259.5958,211.2511,104.4855556,313.0659,25574
imagenet_vgg11_async_batch128,1,898.6197,2319.5719,913.1379,1404.344333,2322.0313,95644
imagenet_vgg11_async_batch128,2,869.4607,2255.5774,881.3664,1388.323556,2257.4461,95456
imagenet_vgg11_async_batch256,1,909.0242,2410.8613,923.8999,1490.337222,2413.5018,99628
imagenet_vgg11_async_batch256,2,844.6547,2401.3923,854.1125,1548.149556,2402.9515,99614
imagenet_vgg11_async_batch32,1,873.7863,2320.9281,886.4549,1438.911111,2323.8302,89325
imagenet_vgg11_async_batch32,2,850.378,2267.3845,863.4699,1415.583889,2269.2505,89231
imagenet_vgg11_async_batch64,1,883.928,2247.0027,897.5764,1355.271333,2249.0884,92097
imagenet_vgg11_async_batch64,2,910.5249,2339.1973,923.3011,1437.107444,2341.7761,92042
imagenet_vgg11_async_dataFormat,1,894.1019,2348.7876,909.7484,1434.607111,2351.8844,91784
imagenet_vgg11_async_dataFormat,2,881.8468,2315.7584,893.4044,1423.222333,2317.1102,91919
imagenet_vgg11_async_optMomentum,1,890.3,2449.7937,900.8295,1541.215444,2451.8926,94056
imagenet_vgg11_async_optMomentum,2,859.7776,2351.6327,873.1342,1488.384111,2353.0643,94003
imagenet_vgg11_async_optRmsprop,1,889.0568,2512.4675,900.3039,1618.795444,2514.3107,95450
imagenet_vgg11_async_optRmsprop,2,889.7112,2569.2681,911.4502,1674.622556,2571.1524,95118
imagenet_vgg11_async_use_fp16,1,879.9521,2326.5748,905.6523,1427.984111,2329.5814,92359
imagenet_vgg11_async_use_fp16,2,880.9033,2293.2791,896.8918,1405.615889,2295.2205,92306
imagenet_vgg11_async_winograd,1,859.2594,2311.4124,875.1991,1449.030667,2314.5268,91169
imagenet_vgg11_async_winograd,2,883.5102,2339.5586,897.2678,1440.291333,2341.1568,91167
imagenet_vgg11_async_xla,1,889.6479,2337.7074,900.3443,1441.368333,2339.7857,92386
imagenet_vgg11_async_xla,2,872.9053,2246.5449,887.5403,1349.729889,2248.0669,92329
imagenet_vgg11_sync_batch128,1,832.6914,2304.3322,2305.7327,3.385333333,2306.891,95654
imagenet_vgg11_sync_batch128,2,873.7016,2245.795,886.1894,1418.007778,2248.8962,95243
imagenet_vgg11_sync_batch256,1,885.1,2385.9003,2388.1299,3.062222222,2389.2712,101197
imagenet_vgg11_sync_batch256,2,852.6551,2349.8849,866.0928,1515.36,2372.8476,101144
imagenet_vgg11_sync_batch32,1,878.3653,2294.0147,2295.3555,2.744222222,2296.4056,92099
imagenet_vgg11_sync_batch32,2,823.885,2207.6591,839.1931,1467.855778,2259.8161,92047
imagenet_vgg11_sync_batch64,1,850.3792,2356.1622,2357.2305,2.885666667,2357.6086,93515
imagenet_vgg11_sync_batch64,2,847.9483,2296.597,859.7069,1501.435667,2309.9681,93368
imagenet_vgg11_sync_dataFormat,1,844.1631,2296.6987,2298.5735,3.008888889,2299.016,92007
imagenet_vgg11_sync_dataFormat,2,880.3715,2274.5733,893.9164,1390.469111,2291.6408,92136
imagenet_vgg11_sync_optMomentum,1,829.0081,2432.7804,2434.2605,3.636666667,2435.0606,95076
imagenet_vgg11_sync_optMomentum,2,830.7765,2355.6827,843.9758,1576.818889,2378.0564,94935
imagenet_vgg11_sync_optRmsprop,1,873.7893,2542.0177,2543.599,2.874777778,2544.6492,96842
imagenet_vgg11_sync_optRmsprop,2,834.9773,2467.3811,847.8024,1709.872222,2501.0075,96605
imagenet_vgg11_sync_use_fp16,1,829.0599,2266.818,2268.1736,2.970444444,2269.5394,91786
imagenet_vgg11_sync_use_fp16,2,816.1805,2209.2804,830.3944,1444.708,2232.0092,92062
imagenet_vgg11_sync_winograd,1,859.3419,2330.0247,2331.7709,3.765555556,2333.9641,92102
imagenet_vgg11_sync_winograd,2,841.7319,2281.6362,856.4047,1478.413222,2300.7584,92042
imagenet_vgg11_sync_xla,1,849.6519,2360.4486,2361.879,3.091555556,2362.578,93197
imagenet_vgg11_sync_xla,2,858.5837,2298.4432,875.7768,1494.935444,2331.7789,93084
imagenet_vgg16_async_batch128,1,904.9174,2319.6505,925.2463,1391.821333,2321.9656,97434
imagenet_vgg16_async_batch128,2,857.7532,2314.9761,873.1188,1455.319667,2317.0309,97382
imagenet_vgg16_async_batch256,1,978.2301,2483.413,997.9675,1488.759889,2485.2908,106001
imagenet_vgg16_async_batch256,2,971.6316,2389.458,991.1741,1407.128556,2391.4344,105996
imagenet_vgg16_async_batch32,1,908.4387,2356.696,926.2152,1437.643333,2359.3696,91076
imagenet_vgg16_async_batch32,2,892.8385,2291.7671,915.8741,1395.629222,2293.5201,91019
imagenet_vgg16_async_batch64,1,912.558,2334.3882,930.3607,1412.740667,2336.4126,94055
imagenet_vgg16_async_batch64,2,892.254,2374.5103,910.2598,1470.773889,2376.0636,94002
imagenet_vgg16_async_dataFormat,1,913.3678,2334.9629,932.4913,1411.369667,2336.9152,92978
imagenet_vgg16_async_dataFormat,2,865.2697,2234.0869,884.3762,1357.765,2235.7403,92925
imagenet_vgg16_async_optMomentum,1,869.0837,2435.9686,889.1199,1560.862111,2438.3749,95186
