Dataset,Model,syncronization,hyperparameter,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms),GPU_Memory(MB),,,,
imagenet,googlenet,sync,usefp16,2,48.7684,152.6992,122.8787,64.406,162.5726,20706,2694.9375,,,,
imagenet,googlenet,sync,winograd,1,56.6565,158.3119,120.6986,42.99311111,163.5677,49141,0,,,,
imagenet,googlenet,sync,winograd,2,53.8269,142.0155,116.6113,51.70655556,153.3716,49136,0,,,,
imagenet,googlenet,sync,xla,1,58.1384,154.0186,127.5503,34.49788889,159.5391,49686,12,,,,
imagenet,googlenet,sync,xla,2,56.4882,139.6519,114.2628,44.84355556,150.5843,49678,11.9375,,,,
imagenet,inception3,async,batch128,1,221.0301,729.4461,506.121,227.6236667,739.6376,74573,17031,,,,
imagenet,inception3,async,batch128,2,261.7059,806.9682,406.9491,421.2861111,817.2927,74515,386.9375,,,,
imagenet,inception3,async,batch256,1,465.9375,1377.5333,918.9646,452.1597778,1390.6982,92720,387,,,,
imagenet,inception3,async,batch256,2,423.3333,1517.3049,718.7224,832.5042222,1529.8335,92718,386.9375,,,,
imagenet,inception3,async,batch32,1,130.1711,332.6969,307.1451,40.63122222,345.1282,61402,8839,,,,
imagenet,inception3,async,batch32,2,122.7497,288.6766,227.6006,76.10111111,297.0743,61396,8838.9375,,,,
imagenet,inception3,async,batch64,1,138.8052,403.0499,301.3845,108.7464444,414.7047,65203,8839,,,,
imagenet,inception3,async,batch64,2,154.5737,446.1179,287.8873,219.5354444,493.531,65192,8838.9375,,,,
imagenet,inception3,async,dataFormat,1,127.6709,356.7981,299.9252,77.551,368.1454,65203,17031,,,,
imagenet,inception3,async,dataFormat,2,140.4665,396.7568,265.7018,159.1014444,419.1229,65156,17030.9375,,,,
imagenet,inception3,async,optMomentum,1,141.7658,415.3966,351.7063,66.60622222,426.7061,38817,367,,,,
imagenet,inception3,async,optMomentum,2,165.7013,463.6311,276.1744,240.8614444,502.3459,39177,364.9375,,,,
imagenet,inception3,async,optRmsprop,1,159.7194,429.4291,333.5563,109.3986667,441.8102,71266,0,,,,
imagenet,inception3,async,optRmsprop,2,151.0485,476.7516,290.5935,210.1086667,492.6821,71264,0,,,,
imagenet,inception3,async,usefp16,1,128.4435,354.8473,285.4119,83.76033333,369.765,65976,8839,,,,
imagenet,inception3,async,usefp16,2,120.1437,400.1167,261.181,151.114,410.1673,65974,8838.9375,,,,
imagenet,inception3,async,winograd,1,158.3479,416.0355,344.2903,80.93422222,427.2104,65147,8839,,,,
imagenet,inception3,async,winograd,2,166.3003,458.3312,273.5377,202.3576667,471.3358,65141,386.9375,,,,
imagenet,inception3,async,xla,1,152.4011,418.4151,311.3446,121.7767778,430.4945,65561,12,,,,
imagenet,inception3,async,xla,2,164.5459,462.351,279.7534,203.8166667,475.9759,65508,11.9375,,,,
imagenet,inception3,sync,batch128,1,255.1015,734.2589,463.176,293.2788889,760.4775,73882,17031,,,,
imagenet,inception3,sync,batch128,2,250.706,746.9331,419.0842,343.6211111,758.1575,73826,386.9375,,,,
imagenet,inception3,sync,batch256,1,389.1875,1367.9023,856.5272,541.333,1396.5716,61251,387,,,,
imagenet,inception3,sync,batch256,2,398.7213,1382.5724,724.6022,673.461,1393.7072,61530,386.9375,,,,
imagenet,inception3,sync,batch32,1,126.8262,307.2986,282.5551,57.99688889,337.3777,62240,8839,,,,
imagenet,inception3,sync,batch32,2,133.4005,308.964,256.5623,84.39822222,320.5865,62183,8838.9375,,,,
imagenet,inception3,sync,batch64,1,169.1145,426.399,302.8923,148.4662222,447.8542,64909,8839,,,,
imagenet,inception3,sync,batch64,2,143.5008,432.8939,288.6148,158.4192222,445.3461,65142,386.9375,,,,
imagenet,inception3,sync,dataFormat,1,137.3933,367.7009,290.1676,110.0893333,397.2883,65227,17031,,,,
imagenet,inception3,sync,dataFormat,2,127.0066,380.8552,274.1251,128.8735556,393.2707,64944,386.9375,,,,
imagenet,inception3,sync,optMomentum,1,158.0244,424.0152,310.629,141.1422222,449.6991,68408,8839,,,,
imagenet,inception3,sync,optMomentum,2,170.8121,438.0597,296.6463,156.7791111,447.9517,67941,386.9375,,,,
imagenet,inception3,sync,optRmsprop,1,151.983,423.5347,309.8596,145.4931111,447.3092,71887,8839,,,,
imagenet,inception3,sync,optRmsprop,2,159.9649,433.6606,298.9601,150.9941111,442.1632,71506,8838.9375,,,,
imagenet,inception3,sync,usefp16,1,120.3385,353.7123,271.4236,116.0001111,384.2459,65822,8839,,,,
imagenet,inception3,sync,usefp16,2,131.5954,371.0385,275.8496,108.471,382.744,65571,8838.9375,,,,
imagenet,inception3,sync,winograd,1,152.0721,420.1879,302.1182,138.6554444,440.6496,64623,387,,,,
imagenet,inception3,sync,winograd,2,166.642,426.7596,300.1951,143.285,439.642,64480,386.9375,,,,
imagenet,inception3,sync,xla,1,159.2867,416.3126,297.8683,153.1936667,450.4743,65524,387,,,,
imagenet,inception3,sync,xla,2,155.9931,434.1494,294.6313,162.1943333,447.6449,65289,386.9375,,,,
imagenet,inception4,async,batch128,1,428.3508,1426.2691,1096.1392,387.2072222,1442.8706,100931,387,,,,
imagenet,inception4,async,batch128,2,391.6027,1577.7758,938.0722,756.7464444,1667.2887,100929,386.9375,,,,
imagenet,inception4,async,batch32,1,194.8338,519.5921,487.7975,60.11566667,539.3302,74526,29,,,,
imagenet,inception4,async,batch32,2,203.7811,539.5553,415.2773,145.6085556,558.1589,74144,30.9375,,,,
imagenet,inception4,async,batch64,1,275.3271,783.4932,628.9149,175.0882222,801.8531,82812,12,,,,
imagenet,inception4,async,batch64,2,287.4721,862.4923,554.3498,363.7827778,904.403,82761,11.9375,,,,
imagenet,inception4,async,dataFormat,1,235.0918,689.5236,506.8509,198.6534444,704.1479,51755,17031,,,,
imagenet,inception4,async,dataFormat,2,241.2006,762.1609,465.6102,329.5656667,781.2242,51690,17030.9375,,,,
imagenet,inception4,async,optMomentum,1,250.0476,770.981,626.322,153.7447778,787.6899,88279,643,,,,
imagenet,inception4,async,optMomentum,2,260.829,860.7748,545.7776,403.7412222,930.7651,88224,642.9375,,,,
imagenet,inception4,async,optRmsprop,1,265.6654,797.7715,608.8191,206.2026667,819.0374,93123,17031,,,,
imagenet,inception4,async,optRmsprop,2,256.9214,887.7112,565.2308,346.9285556,904.8241,93352,642.9375,,,,
imagenet,inception4,async,usefp16,1,196.9437,571.5109,453.2117,135.5512222,590.8358,79121,0,,,,
imagenet,inception4,async,usefp16,2,201.994,631.762,439.1219,223.3777778,652.4078,79304,0,,,,
imagenet,inception4,async,winograd,1,278.1674,786.6277,572.6998,232.8446667,806.2139,82241,17031,,,,
imagenet,inception4,async,winograd,2,273.1099,878.518,542.7137,390.6584444,916.7358,81867,17030.9375,,,,
imagenet,inception4,async,xla,1,271.7645,781.4475,648.6852,167.4187778,797.7654,53044,643,,,,
imagenet,inception4,async,xla,2,264.1843,868.5767,545.9125,380.592,910.6646,52876,386.9375,,,,
imagenet,inception4,sync,batch128,1,434.4724,1430.3718,926.0524,521.9271111,1448.6013,98328,35,,,,
imagenet,inception4,sync,batch128,2,377.916,1427.7934,925.3873,526.0178889,1443.9311,97878,25.9375,,,,
imagenet,inception4,sync,batch32,1,217.954,516.2104,421.3256,122.9376667,543.4413,74978,0,,,,
imagenet,inception4,sync,batch32,2,199.4639,522.3342,392.9782,154.9454444,541.7935,75115,0,,,,
imagenet,inception4,sync,batch64,1,243.6854,803.2076,545.4827,282.362,823.5918,82321,387,,,,
imagenet,inception4,sync,batch64,2,260.6822,800.8264,559.5432,264.6398889,820.9812,82420,386.9375,,,,
imagenet,inception4,sync,dataFormat,1,240.2428,719.174,494.5938,244.3853333,736.6993,81023,387,,,,
imagenet,inception4,sync,dataFormat,2,224.5138,714.0671,476.7064,259.3757778,733.8245,80762,386.9375,,,,
imagenet,inception4,sync,optMomentum,1,296.0961,824.12,558.5134,289.206,842.2998,86948,17031,,,,
imagenet,inception4,sync,optMomentum,2,260.157,819.721,576.8656,263.2111111,840.5284,86890,386.9375,,,,
imagenet,inception4,sync,optRmsprop,1,269.5594,809.3006,556.6066,276.111,831.2097,92324,643,,,,
imagenet,inception4,sync,optRmsprop,2,282.8736,815.3827,559.1512,276.1587778,829.1507,92322,386.9375,,,,
imagenet,inception4,sync,usefp16,1,195.8523,587.2517,451.1689,197.5018889,645.9153,50534,387,,,,
imagenet,inception4,sync,usefp16,2,208.9385,627.8941,449.3536,194.4334444,642.3203,49998,386.9375,,,,
imagenet,inception4,sync,winograd,1,262.8121,805.4542,550.8987,275.3775556,826.3591,82031,387,,,,
imagenet,inception4,sync,winograd,2,302.4671,808.386,550.016,279.4246667,822.6162,81740,386.9375,,,,
imagenet,inception4,sync,xla,1,288.8614,806.6769,551.9115,279.5167778,829.9746,52290,359,,,,
imagenet,inception4,sync,xla,2,283.4017,809.412,568.6589,262.9551111,827.3433,52429,358.9375,,,,
imagenet,overfeat,async,batch128,1,984.939,2503.4813,994.5971,1528.837222,2505.9734,94166,387,,,,
imagenet,overfeat,async,batch128,2,967.8488,2426.1657,977.8295,1435.304111,2427.5748,93960,386.9375,,,,
imagenet,overfeat,async,batch256,1,936.4239,2400.2456,944.7428,1453.851222,2402.3211,97063,12,,,,
imagenet,overfeat,async,batch256,2,944.5469,2474.506,953.1539,1516.823556,2476.1705,97060,11.9375,,,,
imagenet,overfeat,async,batch32,1,932.864,2398.4249,942.5097,1471.157,2401.3242,92650,0,,,,
imagenet,overfeat,async,batch32,2,956.0028,2504.7657,963.9858,1566.043667,2506.3114,92317,0,,,,
imagenet,overfeat,async,batch512,1,946.9478,2536.3292,955.0614,1596.904667,2538.0635,101696,899,,,,
imagenet,overfeat,async,batch512,2,894.5516,2387.898,902.1346,1496.902,2391.2636,101491,386.9375,,,,
imagenet,overfeat,async,batch64,1,937.8583,2375.1477,947.1196,1440.099222,2377.1274,91210,8841,,,,
imagenet,overfeat,async,batch64,2,920.434,2404.3754,931.9974,1481.485556,2406.0426,91206,386.9375,,,,
imagenet,overfeat,async,dataFormat,1,972.4905,2491.356,983.2487,1513.190333,2493.4364,93131,0,,,,
imagenet,overfeat,async,dataFormat,2,930.8561,2446.9114,940.9102,1524.526667,2448.3979,92624,0,,,,
imagenet,overfeat,async,optMomentum,1,945.3546,2632.4385,954.7948,1673.514667,2635.3929,95384,8841,,,,
imagenet,overfeat,async,optMomentum,2,912.7221,2537.6505,923.0907,1605.389111,2539.4572,95368,386.9375,,,,
imagenet,overfeat,async,optRmsprop,1,995.6546,2759.8375,1006.9795,1771.107444,2761.8553,100883,8839,,,,
imagenet,overfeat,async,optRmsprop,2,941.9542,2687.0919,949.218,1734.405333,2690.5974,100824,386.9375,,,,
imagenet,overfeat,async,usefp16,1,943.0877,2446.9492,958.5944,1514.720667,2448.7166,90722,985,,,,
imagenet,overfeat,async,usefp16,2,898.3959,2307.8765,910.6416,1399.579333,2309.9113,90761,386.9375,,,,
imagenet,overfeat,async,winograd,1,969.5363,2476.0917,976.0612,1488.123778,2477.4837,91500,12,,,,
imagenet,overfeat,async,winograd,2,914.1227,2365.71,922.6899,1439.668778,2367.5714,91498,11.9375,,,,
imagenet,overfeat,async,xla,1,929.6156,2326.6113,941.2035,1381.590111,2329.0522,92246,0,,,,
imagenet,overfeat,async,xla,2,935.0445,2429.6864,944.5488,1484.381222,2431.3179,92190,0,,,,
imagenet,overfeat,sync,batch128,1,901.163,2435.5601,911.3319,1514.497444,2438.1479,94285,387,,,,
imagenet,overfeat,sync,batch128,2,909.339,2345.8073,917.2095,1498.338667,2396.7583,94143,386.9375,,,,
imagenet,overfeat,sync,batch256,1,929.211,2507.0452,937.6313,1559.043667,2509.6991,98030,387,,,,
imagenet,overfeat,sync,batch256,2,883.2228,2419.9757,893.387,1614.524556,2461.7429,97507,386.9375,,,,
imagenet,overfeat,sync,batch32,1,874.1171,2473.2247,884.1966,1588.666778,2475.9623,93350,0,,,,
imagenet,overfeat,sync,batch32,2,888.5635,2419.8704,898.7512,1564.086111,2460.7953,93289,0,,,,
imagenet,overfeat,sync,batch512,1,938.5259,2584.5372,947.9304,1656.205222,2587.5329,104026,8841,,,,
imagenet,overfeat,sync,batch512,2,914.2679,2489.7074,925.1264,1679.541667,2526.8559,103829,386.9375,,,,
imagenet,overfeat,sync,batch64,1,896.9393,2506.7268,909.5477,1600.019222,2509.5648,94120,8839,,,,
imagenet,overfeat,sync,batch64,2,921.3229,2422.8293,928.9511,1578.668,2467.7954,93788,2666.9375,,,,
imagenet,overfeat,sync,dataFormat,1,913.3034,2480.7818,923.816,1585.493333,2483.0498,94194,369,,,,
imagenet,overfeat,sync,dataFormat,2,900.5595,2374.3996,911.7109,1596.172,2418.7313,94184,370.9375,,,,
imagenet,overfeat,sync,optMomentum,1,918.4708,2621.3252,929.6145,1685.788111,2623.9291,97804,8841,,,,
imagenet,overfeat,sync,optMomentum,2,887.3208,2475.4254,894.9699,1728.304111,2543.7136,97792,8840.9375,,,,
imagenet,overfeat,sync,optRmsprop,1,909.9182,2726.3474,920.4015,1796.600222,2728.7286,100407,8839,,,,
imagenet,overfeat,sync,optRmsprop,2,890.3989,2648.0095,899.7318,1823.161667,2678.1563,100354,688.9375,,,,
imagenet,overfeat,sync,usefp16,1,888.6843,2497.1552,900.9821,1618.696333,2499.6208,94184,0,,,,
imagenet,overfeat,sync,usefp16,2,903.0225,2364.7362,913.4442,1600.393667,2413.7139,94179,0,,,,
imagenet,overfeat,sync,winograd,1,909.1082,2483.2324,918.3936,1567.885,2485.1367,93778,8839,,,,
imagenet,overfeat,sync,winograd,2,906.4448,2426.804,914.6624,1566.044556,2462.8577,93673,8838.9375,,,,
imagenet,overfeat,sync,xla,1,898.5764,2472.4132,911.1088,1572.316778,2474.3866,94156,8839,,,,
imagenet,overfeat,sync,xla,2,884.2792,2346.8719,891.6213,1584.930889,2420.5529,94154,386.9375,,,,
imagenet,resnet101,async,batch128,1,323.8448,775.139,587.7398,264.7924444,855.697,78521,31137,,,,
imagenet,resnet101,async,batch128,2,306.0756,864.5274,523.5971,427.1651111,943.3047,78515,31136.9375,,,,
imagenet,resnet101,async,batch32,1,174.0298,308.8375,342.2893,41.83477778,379.1114,66119,35,,,,
imagenet,resnet101,async,batch32,2,207.3722,331.167,366.6245,54.54244444,417.6304,66062,66.9375,,,,
imagenet,resnet101,async,batch64,1,216.5477,426.6514,406.4602,89.58355556,495.7018,68445,0,,,,
imagenet,resnet101,async,batch64,2,-1.00E+13,-1.00E+13,391.9589,197.5166667,579.3048,68443,0,,,,
imagenet,resnet101,async,dataFormat,1,216.5228,369.0296,394.778,64.45777778,459.8928,68780,0,,,,
imagenet,resnet101,async,dataFormat,2,214.1766,423.2917,359.4831,146.5341111,507.9189,68583,0,,,,
imagenet,resnet101,async,optMomentum,1,235.4574,492.2444,415.997,96.27122222,509.8647,74699,0,,,,
imagenet,resnet101,async,optMomentum,2,245.6728,555.2245,397.611,207.0547778,594.1011,74307,0,,,,
imagenet,resnet101,async,optRmsprop,1,230.7742,496.2945,388.3747,123.6552222,511.5554,79410,387,,,,
imagenet,resnet101,async,optRmsprop,2,214.7975,549.115,392.1507,176.4948889,564.9332,79499,386.9375,,,,
imagenet,resnet101,async,usefp16,1,174.2387,387.7281,379.3585,86.48855556,462.7315,69345,8839,,,,
imagenet,resnet101,async,usefp16,2,184.7039,371.8554,334.3578,131.7905556,460.6324,69339,8838.9375,,,,
imagenet,resnet101,async,winograd,1,204.8705,429.5469,400.0787,108.4998889,506.1315,69015,17031,,,,
imagenet,resnet101,async,winograd,2,235.8919,474.4672,383.2171,183.2331111,565.4283,68570,17030.9375,,,,
imagenet,resnet101,async,xla,1,236.1458,427.0906,394.3759,133.7598889,525.8429,69691,387,,,,
imagenet,resnet101,async,xla,2,238.4067,487.7543,396.6959,194.2211111,580.8619,69685,386.9375,,,,
imagenet,resnet101,sync,batch128,1,303.1417,778.4736,576.8345,293.3561111,864.046,78131,381,,,,
imagenet,resnet101,sync,batch128,2,318.9218,757.6709,544.4382,322.6224444,861.0999,77358,366.9375,,,,
imagenet,resnet101,sync,batch32,1,195.6677,334.0624,354.0607,78.262,426.7351,66842,387,,,,
imagenet,resnet101,sync,batch32,2,192.5426,314.9034,374.3405,55.29666667,409.0404,66263,386.9375,,,,
imagenet,resnet101,sync,batch64,1,200.536,441.0657,397.4517,131.5354444,526.3428,69529,515,,,,
imagenet,resnet101,sync,batch64,2,231.1003,443.2862,393.4031,139.0322222,524.676,69840,386.9375,,,,
imagenet,resnet101,sync,dataFormat,1,207.0895,389.3722,371.5529,98.18633333,466.6982,68255,0,,,,
imagenet,resnet101,sync,dataFormat,2,201.5287,370.3716,379.1981,83.75322222,463.819,68253,0,,,,
imagenet,resnet101,sync,optMomentum,1,244.634,507.1625,391.9073,134.235,527.2155,74683,387,,,,
imagenet,resnet101,sync,optMomentum,2,228.429,509.5328,388.9322,146.3515556,524.1449,74908,386.9375,,,,
imagenet,resnet101,sync,optRmsprop,1,231.3326,510.9942,393.9157,142.5278889,531.83,80094,33,,,,
imagenet,resnet101,sync,optRmsprop,2,228.7715,508.8105,409.9173,123.1484444,529.2364,80195,28.9375,,,,
imagenet,resnet101,sync,usefp16,1,181.9849,354.7573,370.6586,125.8761111,488.8798,69681,0,,,,
imagenet,resnet101,sync,usefp16,2,185.9906,380.8969,400.7931,89.83466667,482.7351,69860,0,,,,
imagenet,resnet101,sync,winograd,1,232.2954,432.1372,429.5384,118.5821111,545.6908,70241,17031,,,,
imagenet,resnet101,sync,winograd,2,223.592,451.0712,409.5625,143.4083333,541.7039,70236,386.9375,,,,
imagenet,resnet101,sync,xla,1,221.0403,429.6186,397.0824,127.3807778,525.6089,69529,515,,,,
imagenet,resnet101,sync,xla,2,231.1936,429.0957,403.9896,122.5766667,522.5479,69753,386.9375,,,,
imagenet,resnet101v2,async,batch128,1,294.8312,755.8471,610.7725,215.7616667,828.514,77031,387,,,,
imagenet,resnet101v2,async,batch128,2,308.1551,840.0013,507.8919,415.7107778,913.6343,76563,386.9375,,,,
imagenet,resnet101v2,async,batch32,1,191.2451,308.9343,350.7266,34.48311111,382.872,63811,387,,,,
imagenet,resnet101v2,async,batch32,2,207.9955,330.1397,361.9636,57.49155556,413.4048,63576,386.9375,,,,
imagenet,resnet101v2,async,batch64,1,223.1752,450.5826,396.4971,106.9543333,503.6563,68544,17031,,,,
imagenet,resnet101v2,async,batch64,2,239.1704,499.0124,368.5832,225.9931111,580.7524,68487,386.9375,,,,
imagenet,resnet101v2,async,dataFormat,1,185.29,363.7209,365.4775,77.01633333,433.4479,67234,12,,,,
imagenet,resnet101v2,async,dataFormat,2,201.7163,396.7904,354.3171,155.5177778,504.3672,67177,11.9375,,,,
imagenet,resnet101v2,async,optMomentum,1,240.7958,485.178,379.9317,123.712,496.4276,72808,387,,,,
imagenet,resnet101v2,async,optMomentum,2,240.1672,544.7687,371.1553,215.6636667,576.374,72756,386.9375,,,,
imagenet,resnet101v2,async,optRmsprop,1,219.8444,498.4496,400.9945,121.1464444,514.5358,77380,0,,,,
imagenet,resnet101v2,async,optRmsprop,2,259.4368,554.6694,402.3549,177.5313333,567.7423,77307,0,,,,
imagenet,resnet101v2,async,usefp16,1,187.7182,367.0476,358.0354,80.76122222,437.695,67633,451,,,,
imagenet,resnet101v2,async,usefp16,2,179.546,375.0901,354.508,109.2804444,461.5382,67625,386.9375,,,,
imagenet,resnet101v2,async,winograd,1,221.5891,426.9396,389.472,118.8902222,495.1618,68238,387,,,,
imagenet,resnet101v2,async,winograd,2,230.6233,473.5415,382.2275,197.7632222,572.9035,68042,386.9375,,,,
imagenet,resnet101v2,async,xla,1,228.622,412.4128,381.1336,111.1026667,495.8535,68058,387,,,,
imagenet,resnet101v2,async,xla,2,208.8204,476.4513,370.7114,186.2547778,548.9832,67991,386.9375,,,,
imagenet,resnet101v2,sync,batch128,1,334.3997,757.519,558.5092,290.2297778,846.9208,75788,31137,,,,
imagenet,resnet101v2,sync,batch128,2,346.0287,770.8519,512.3919,334.2805556,844.2989,75450,31136.9375,,,,
imagenet,resnet101v2,sync,batch32,1,190.6079,299.1807,332.6584,51.54022222,380.7241,64706,8839,,,,
imagenet,resnet101v2,sync,batch32,2,178.552,290.899,328.9256,47.14288889,367.3672,64390,8838.9375,,,,
imagenet,resnet101v2,sync,batch64,1,205.0316,426.7223,378.0227,126.2794444,500.8732,68053,515,,,,
imagenet,resnet101v2,sync,batch64,2,201.8982,430.336,381.5581,119.9928889,496.9852,67892,386.9375,,,,
imagenet,resnet101v2,sync,dataFormat,1,222.3491,370.3034,364.1655,97.61355556,456.9495,67349,387,,,,
imagenet,resnet101v2,sync,dataFormat,2,201.7686,385.7427,344.3103,107.4274444,453.9492,67290,386.9375,,,,
imagenet,resnet101v2,sync,optMomentum,1,237.0701,492.8,375.0495,133.4795556,506.6907,72418,17031,,,,
imagenet,resnet101v2,sync,optMomentum,2,221.9706,493.5065,387.5264,125.1256667,503.027,72512,17030.9375,,,,
imagenet,resnet101v2,sync,optRmsprop,1,230.3751,504.2907,409.4221,113.657,524.2578,76625,26,,,,
imagenet,resnet101v2,sync,optRmsprop,2,210.1224,504.2973,378.6823,151.0407778,522.6588,76803,27.9375,,,,
imagenet,resnet101v2,sync,usefp16,1,175.4014,349.7739,358.0437,104.6626667,459.1165,68235,0,,,,
imagenet,resnet101v2,sync,usefp16,2,172.3169,384.9321,367.839,89.18066667,455.5991,68233,0,,,,
imagenet,resnet101v2,sync,winograd,1,242.7887,428.3155,380.3182,135.8784444,509.6125,68110,17031,,,,
imagenet,resnet101v2,sync,winograd,2,218.1506,420.6772,367.6399,144.7037778,507.8084,67681,1622.9375,,,,
imagenet,resnet101v2,sync,xla,1,222.8811,434.114,371.0325,140.6771111,507.4991,68259,17031,,,,
imagenet,resnet101v2,sync,xla,2,219.3581,433.988,368.4427,139.2827778,504.8063,67950,17030.9375,,,,
imagenet,resnet152,async,batch128,1,486.3987,1070.1959,929.0411,328.2851111,1223.1231,94138,387,,,,
imagenet,resnet152,async,batch128,2,440.3344,1178.5723,864.6426,412.6818889,1290.7538,94268,386.9375,,,,
imagenet,resnet152,async,batch32,1,257.6031,404.7122,468.366,51.12422222,513.6604,49536,12,,,,
imagenet,resnet152,async,batch32,2,263.4347,477.9545,508.2777,96.30466667,594.888,49480,11.9375,,,,
imagenet,resnet152,async,batch64,1,287.7629,619.7259,588.481,125.416,715.2073,83192,387,,,,
imagenet,resnet152,async,batch64,2,288.7277,675.3259,577.9341,262.2504444,826.1093,83279,386.9375,,,,
imagenet,resnet152,async,dataFormat,1,298.745,542.4514,541.0943,118.2266667,658.4989,82994,387,,,,
imagenet,resnet152,async,dataFormat,2,297.6658,623.6667,542.1633,192.2107778,731.1268,82841,386.9375,,,,
imagenet,resnet152,async,optMomentum,1,317.157,704.8677,571.284,164.8633333,728.2008,91226,0,,,,
imagenet,resnet152,async,optMomentum,2,284.2618,788.3972,574.3851,244.0636667,807.4417,91017,0,,,,
imagenet,resnet152,async,optRmsprop,1,318.6134,713.2543,601.1249,130.7841111,734.0505,71047,387,,,,
imagenet,resnet152,async,optRmsprop,2,366.2197,807.5712,599.9437,274.0418889,854.6515,71126,386.9375,,,,
imagenet,resnet152,async,usefp16,1,231.9392,533.3549,543.4431,90.70944444,622.4802,82139,387,,,,
imagenet,resnet152,async,usefp16,2,252.1374,557.6119,511.845,132.8447778,647.379,82067,386.9375,,,,
imagenet,resnet152,async,winograd,1,293.8556,592.8727,578.7989,147.6425556,709.6259,83621,17031,,,,
imagenet,resnet152,async,winograd,2,313.702,668.7242,560.9096,266.1466667,812.6778,83471,17030.9375,,,,
imagenet,resnet152,async,xla,1,293.166,616.8118,588.5987,128.1595556,712.8642,82897,387,,,,
imagenet,resnet152,async,xla,2,254.7723,690.2484,566.638,228.939,789.2364,83129,386.9375,,,,
imagenet,resnet152,sync,batch128,1,440.4211,1107.6118,870.8775,360.9204444,1229.2318,95028,31137,,,,
imagenet,resnet152,sync,batch128,2,472.3421,1088.703,888.4851,345.1786667,1227.7421,94661,642.9375,,,,
imagenet,resnet152,sync,batch32,1,265.3816,457.843,517.0965,69.98144444,586.6277,48959,387,,,,
imagenet,resnet152,sync,batch32,2,249.6587,437.0235,519.1313,72.85544444,576.2287,48901,386.9375,,,,
imagenet,resnet152,sync,batch64,1,313.2972,633.9757,572.0287,172.6283333,771.9891,83720,67,,,,
imagenet,resnet152,sync,batch64,2,300.5974,629.8838,597.8452,182.2603333,769.7017,83712,66.9375,,,,
imagenet,resnet152,sync,dataFormat,1,281.1737,544.3913,543.0083,143.0407778,677.6283,83403,17031,,,,
imagenet,resnet152,sync,dataFormat,2,295.942,553.9106,540.0953,143.5285556,674.9905,82980,17030.9375,,,,
imagenet,resnet152,sync,optMomentum,1,278.0228,725.92,603.8427,159.0662222,754.6663,61426,387,,,,
imagenet,resnet152,sync,optMomentum,2,313.399,721.3772,569.5364,189.9077778,746.5232,61790,386.9375,,,,
imagenet,resnet152,sync,optRmsprop,1,304.1431,720.6396,591.2756,154.425,742.3139,100997,387,,,,
imagenet,resnet152,sync,optRmsprop,2,344.6392,715.805,585.1807,159.0846667,737.772,100708,386.9375,,,,
imagenet,resnet152,sync,usefp16,1,260.3073,502.06,524.0284,140.1192222,659.4555,84223,8839,,,,
imagenet,resnet152,sync,usefp16,2,251.6713,553.1425,546.9977,117.7957778,655.5429,84270,450.9375,,,,
imagenet,resnet152,sync,winograd,1,305.1534,665.9421,592.6397,192.3432222,778.4291,83918,0,,,,
imagenet,resnet152,sync,winograd,2,315.2504,621.3206,606.8002,175.7491111,775.2407,84191,0,,,,
imagenet,resnet152,sync,xla,1,331.3255,620.4499,592.3849,151.0444444,749.8279,84131,379,,,,
imagenet,resnet152,sync,xla,2,323.5059,627.968,578.5038,179.0163333,746.3729,84356,376.9375,,,,
imagenet,resnet152v2,async,batch128,1,503.297,1070.6138,985.5157,175.9773333,1175.1854,92638,31137,,,,
imagenet,resnet152v2,async,batch128,2,430.9009,1181.9215,840.1606,471.5557778,1295.6922,92632,31136.9375,,,,
imagenet,resnet152v2,async,batch32,1,245.3142,416.3466,464.4697,55.54844444,515.095,75740,8839,,,,
imagenet,resnet152v2,async,batch32,2,255.0217,458.2938,476.0662,80.80533333,548.0631,75921,476.9375,,,,
imagenet,resnet152v2,async,batch64,1,316.8043,617.8147,588.7538,147.0452222,731.1758,81109,17031,,,,
imagenet,resnet152v2,async,batch64,2,344.3224,691.5105,582.4237,229.5715556,805.0848,81202,17030.9375,,,,
imagenet,resnet152v2,async,dataFormat,1,243.367,542.6485,542.5908,114.0512222,657.475,79591,377,,,,
imagenet,resnet152v2,async,dataFormat,2,270.3902,548.4186,498.8902,160.2052222,654.722,79585,372.9375,,,,
imagenet,resnet152v2,async,optMomentum,1,313.2186,679.249,556.087,141.0271111,697.033,88228,0,,,,
imagenet,resnet152v2,async,optMomentum,2,315.4906,762.3931,579.8951,275.4336667,839.4159,88175,0,,,,
imagenet,resnet152v2,async,optRmsprop,1,342.6165,704.472,592.4265,135.4853333,725.4483,65405,387,,,,
imagenet,resnet152v2,async,optRmsprop,2,315.3391,774.1079,558.0082,277.9476667,819.6085,65761,386.9375,,,,
imagenet,resnet152v2,async,usefp16,1,255.0341,560.0846,533.6455,94.39166667,625.5659,79475,387,,,,
imagenet,resnet152v2,async,usefp16,2,233.2329,535.5675,470.5816,155.2285556,622.0105,79360,386.9375,,,,
imagenet,resnet152v2,async,winograd,1,318.7512,620.8862,563.2307,155.5586667,705.5538,51720,17031,,,,
imagenet,resnet152v2,async,winograd,2,283.008,670.4579,540.7213,282.9853333,808.2254,51348,514.9375,,,,
